"","Canopy.W1","Canopy.W2","Max.Height","SA.Leaf","Stem.Volume","Stem.Biomass","SSD","Biomass.Leaf","SLA.Leaf","Root.Biomass","Root.Length","Root.AvgDiam","Root.Volume","SRL","RTD","N.shoot","C.shoot","N.root","C.root"
"Rosaci",26.0833333333333,17.25,26,12.3390476190476,1.31666666666667,298.395,275.021666666667,91.3195238095238,138.202175380952,27.4225,102.919657142857,0.483742857142857,0.201857142857143,13838.91933,378.856856,2.14333333333333,45.0933333333333,0.837142857142857,47.6271428571429
"Rosark",21.62,10.1,30.2,12.6166666666667,0.86,426.55625,534.335985,116.799166666667,109.083046075,112.065,89.3247,0.404375,0.1015,620.547896,875.507813,1.80333333333333,44.9966666666667,0.683333333333333,52.1566666666667
"Rubida",18.0333333333333,12.9333333333333,24.4,NA,0.433333333333333,102.091666666667,239.736111,NA,NA,20.92,66.996,0.344866666666667,0.071,4324.21589,400.2857145,NA,NA,NA,NA
"Rubocc",13.8,13.6,25,19,1.2,NA,NA,139.93,136.382838666667,56.44,NA,NA,NA,NA,NA,1.86,45.27,0.37,44.44
"Rumcri",24.3,10.9,73.6,NA,2.8,654.16,233.628571,NA,NA,56.835,108.6207,0.3773,0.121,1911.15862,469.710744,NA,NA,NA,NA
"Sildru",10.1666666666667,2,39.1666666666667,NA,0.2,45.4333333333333,295.027777666667,NA,NA,14.07,34.2624,0.2985,0.0273333333333333,3915.67545,462.982142666667,NA,NA,NA,NA
"Sismon",5.48571428571429,3.27142857142857,33.2571428571429,NA,0.128571428571429,22.89125,228.9125,NA,NA,32.6316666666667,109.756228571429,0.4444,0.173714285714286,3204.83209,246.290857333333,NA,NA,0.956666666666667,42.7366666666667
"Solcan",12.1666666666667,7.83333333333333,48.5,10.2666666666667,2.46666666666667,502.993333333333,204.323994666667,73.3933333333333,140.766500111111,61.755,265.730333333333,0.420066666666667,0.390333333333333,1719.11586,257.3125,NA,NA,NA,NA
"Solmis",10.85,8.125,34.8,5.45833333333333,0.3875,145.583333333333,313.465277666667,42.4929166666667,125.250739283333,NA,174.2343,0.464475,0.29675,NA,NA,1.59,45.8775,1.0925,46.1775
"Sonarv",19.2666666666667,14.0333333333333,18.6333333333333,NA,2.65,357.7775,137.789952,NA,NA,21.2566666666667,79.2141,0.3886,0.0856666666666667,4021.51298333333,219.369331,NA,NA,NA,NA
"Sphcoc",12.7,8.3,11,4.39333333333333,0.5,77.305,154.61,51.7966666666667,85.20304212,24.566,17.07964,0.44622,0.0358,1544.3028378,958.5274046,2.016,42.576,0.896666666666667,48.3633333333333
"Sticur",19,13.7625,42.8125,2.46666666666667,0.4,86.785,214.396666666667,19.0591666666667,142.262939566667,248.995625,607.01845,0.27405,0.404375,3816.82465625,496.543412625,1.6425,44.72125,0.715,42.00875
"Stivir",21.6875,20.7125,44.8375,8.6,0.233333333333333,69.513,313.2816666,86.3516666666667,102.453857233333,264.293571428571,448.672525,0.39695,0.35,1653.03572928571,728.331984,1.64666666666667,44.8966666666667,0.593333333333333,47.44
"Symbor",21.5,16.4,18.2,NA,0.5,113,226,63.6666666666667,NA,1991,417.1751,0.8227,2.218,209.530437,897.655546,3.43,45.5,2.36,46.46
"Symcil",18.8333333333333,8.41666666666667,23.8333333333333,11.5333333333333,0.833333333333333,129.0975,175.930347166667,65.7541666666667,156.369750472222,298.13,398.8707,0.374783333333333,0.4715,2247.974135,468.53925,NA,NA,NA,NA
"Symocc",23.3714285714286,18.2714285714286,54.9285714285714,6.07495238095238,4.01666666666667,2764.18125,513.463402666667,58.9354761904762,104.987622628571,302.735,286.397128571429,0.460314285714286,0.468428571428571,804.9888555,817.89129725,1.67,49,0.63,46.245
"Taroff",17.9433333333333,11.4533333333333,16.68,29.6872456140351,0.471428571428571,138.133529411765,104.409761857143,112.556388888889,276.787114754386,22.5265789473684,139.39997826087,0.305517391304348,0.101608695652174,45571.4823094118,371.528526393529,1.943125,41.515625,0.9175,42.8520833333333
"Thaven",21.5333333333333,10.8,17.8666666666667,14.6111111111111,0.966666666666667,84.3325,94.0025,86.1183333333333,181.239633,NA,22.9544333333333,1.34553333333333,0.383,NA,NA,2.95,44.38,1.77333333333333,44.74
"Therho",21.225,11.5375,30.2125,10.8875,0.7625,168.237857142857,235.204175,79.6966666666667,141.2491823,34.8916666666667,60.0055375,0.846325,0.298375,1532.501426,484.427392,2.615,47.195,1.47,46.33
"Tradub",18.7333333333333,13.3888888888889,47.2222222222222,5.30833333333333,2.94444444444444,435.401875,220.178552125,32.2083333333333,169.583336125,23.685,107.4716375,0.357775,0.158,5845.94469,254.677419,1.62571428571429,43.2942857142857,0.675,47.1935714285714
"Trihyb",26.5,16.6666666666667,28.0833333333333,22.3333333333333,0.483333333333333,443.46,872.598,30.9327777777778,1584.19007508333,36.2183333333333,378.453483333333,0.314516666666667,0.382,10592.38622,624.689471,2.625,41.815,0.993333333333333,45.69
"Tripra",10.75,6.5,29.325,11.2376666666667,0.833333333333333,77.945,119.723333333333,49.5758333333333,242.567284,16.86,116.9452,0.22515,0.0475,9587.92549,268.409091,3.035,44.055,1.4,43.955
"Trirep",11.84,4.62,14.19,5.24357142857143,0.114285714285714,41.755625,285.433333333333,23.3109259259259,226.416087095238,30.2192857142857,177.058144444444,0.252377777777778,0.0891111111111111,6458.13782857143,393.692603714286,2.664,43.306,1.76909090909091,46.23
"Vicame",10.3411764705882,5.30588235294118,16.4823529411765,3.90738461538462,0.129411764705882,153.538823529412,1277.84705882353,22.8142156862745,151.049085092308,21.9072727272727,112.101941176471,0.361935294117647,0.0665294117647059,60982.1807341818,436.553089505455,2.656,44.543,1.67909090909091,43.5318181818182
"Vioadu",10.3285714285714,7.8,10.3714285714286,4.96666666666667,0.1,12.7425,127.425,23.9583333333333,285.785118833333,39.3325,163.719214285714,0.342928571428571,0.158285714285714,3729.6695625,490.380536,2.39666666666667,42.1833333333333,2.01666666666667,44.5
"Zizapt",15.1333333333333,9.46666666666667,74.7666666666667,NA,0.8,158.126666666667,196.645833,NA,NA,193.756666666667,412.114133333333,0.335933333333333,0.276333333333333,1846.91512333333,667.964182666667,NA,NA,NA,NA
